ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
117	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64798360	64798459	64779697	64779860	64811679	64811801	117	4,0,0	151,63,43	0,0,0	155,146,158	238	139	1	1.0	0.015,0.0,0.0	0.0,0.0,0.0	0.005
120	"ENSMUSG00000033209"	"Ttc28"	chr5	+	110892831	110893110	110879802	110879988	111085021	111085169	120	104,42,76	0,1,4	99,82,117	0,0,0	418	139	0.221217078884	0.542900420222	1.0,0.933,0.863	1.0,1.0,1.0	-0.068
122	"ENSMUSG00000033209"	"Ttc28"	chr5	+	111281879	111281903	111280674	111280751	111282770	111282900	122	24,2,0	49,0,6	6,0,0	16,6,20	163	139	0.251413562444	0.602464413847	0.295,1.0,0.0	0.242,0.0,0.0	0.351
123	"ENSMUSG00000059743"	"Fdps"	chr3	-	89095353	89095476	89095013	89095102	89095598	89095679	123	522,355,225	0,0,0	552,601,619	0,15,0	262	139	0.473183359994	0.976871705193	1.0,1.0,1.0	1.0,0.955,1.0	0.015
124	"ENSMUSG00000059743"	"Fdps"	chr3	-	89100920	89101136	89100668	89100831	89101861	89101888	124	41,0,12	157,66,53	5,0,0	177,153,87	355	139	7.31970040135e-13	1.20482268606e-10	0.093,0.0,0.081	0.011,0.0,0.0	0.054
125	"ENSMUSG00000091475"	"Cerox1"	chr17	+	25571331	25571653	25570828	25571101	25573985	25574532	125	0,0,0	52,4,43	6,0,0	19,43,0	461	139	1	1.0	0.0,0.0,0.0	0.087,0.0,NA	-0.043
127	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843003	85843112	85841001	85841103	85875633	85875723	127	114,62,92	6,0,8	100,85,47	11,20,0	248	139	0.0384513715261	0.129880889661	0.914,1.0,0.866	0.836,0.704,1.0	0.08
128	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843020	85843112	85840958	85841103	85875633	85875723	128	46,42,56	6,0,8	88,21,97	11,20,0	231	139	0.523298106959	1.0	0.822,1.0,0.808	0.828,0.387,1.0	0.138
129	"ENSMUSG00000036879"	"Phkb"	chr8	+	85848673	85848731	85843050	85843112	85875633	85875723	129	11,6,2	99,51,62	30,36,0	91,63,95	197	139	0.00547870824627	0.024911474512	0.073,0.077,0.022	0.189,0.287,0.0	-0.101
130	"ENSMUSG00000036879"	"Phkb"	chr8	+	85896668	85896757	85896429	85896537	85901876	85901957	130	2,8,0	202,46,136	0,0,0	124,103,114	228	139	0.675208835046	1.0	0.006,0.096,0.0	0.0,0.0,0.0	0.034
131	"ENSMUSG00000036879"	"Phkb"	chr8	+	86021384	86021446	86019035	86019126	86021542	86021705	131	204,100,199	0,0,0	184,105,210	0,9,0	201	139	0.203741477178	0.508581242698	1.0,1.0,1.0	1.0,0.89,1.0	0.037
132	"ENSMUSG00000036879"	"Phkb"	chr8	+	86026456	86026547	86024280	86024338	86029481	86029684	132	162,42,115	2,8,0	189,149,168	5,0,0	230	139	0.0265873289197	0.0950743936603	0.98,0.76,1.0	0.958,1.0,1.0	-0.073
133	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100589674	100589778	100584981	100585055	100589897	100589989	133	10,7,80	662,301,449	2,0,0	677,448,775	243	139	6.66133814775e-16	2.23766583494e-13	0.009,0.013,0.092	0.002,0.0,0.0	0.037
134	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100589678	100589778	100584981	100585055	100589897	100589989	134	28,13,121	662,301,449	10,6,0	677,448,775	239	139	0	0.0	0.024,0.025,0.135	0.009,0.008,0.0	0.056
143	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110240	50110464	50145773	50145892	143	548,119,156	11,4,0	211,241,166	0,0,13	205	139	0.794270907277	1.0	0.971,0.953,1.0	1.0,1.0,0.896	0.009
144	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110859	50111127	50145773	50145892	144	437,98,105	0,0,0	212,224,158	0,4,0	205	139	1	1.0	1.0,1.0,1.0	1.0,0.974,1.0	0.009
146	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50162585	50162735	50158681	50158834	50163421	50163635	146	1194,259,461	0,0,0	709,577,1068	0,4,0	289	139	1	1.0	1.0,1.0,1.0	1.0,0.986,1.0	0.005
147	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50176876	50176918	50163421	50163649	50178388	50178520	147	0,0,0	572,220,290	16,20,36	445,341,388	181	139	3.67483821151e-14	8.51941365654e-12	0.0,0.0,0.0	0.027,0.043,0.067	-0.046
148	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50183709	50183871	50180590	50180659	50194525	50194728	148	1665,513,658	0,0,0	1253,969,1289	5,0,0	301	139	1	1.0	1.0,1.0,1.0	0.991,1.0,1.0	0.003
149	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50194525	50194728	50183709	50183871	50196513	50196558	149	1629,497,658	0,0,0	1064,827,1652	0,6,0	342	139	1	1.0	1.0,1.0,1.0	1.0,0.982,1.0	0.006
150	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50196513	50196642	50194415	50194728	50198153	50198327	150	1512,367,584	5,0,0	714,708,1654	0,0,0	268	139	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
151	"ENSMUSG00000021277"	"Traf3"	chr12	+	111166998	111167107	111166485	111166602	111219810	111219921	151	39,23,8	51,22,6	72,26,61	63,108,118	248	139	0.0884405940089	0.259581344042	0.3,0.369,0.428	0.39,0.119,0.225	0.121
152	"ENSMUSG00000021277"	"Traf3"	chr12	+	111166998	111167107	111166485	111166602	111237561	111237820	152	7,8,6	14,0,0	31,13,25	8,0,0	248	139	0.835680894944	1.0	0.219,1.0,1.0	0.685,1.0,1.0	-0.155
153	"ENSMUSG00000021277"	"Traf3"	chr12	+	111219810	111219921	111166462	111166602	111237561	111237820	153	118,43,46	14,0,0	147,148,145	8,0,0	250	139	0.0125388143731	0.0502529546095	0.824,1.0,1.0	0.911,1.0,1.0	-0.029
154	"ENSMUSG00000021277"	"Traf3"	chr12	+	111219810	111219921	111166998	111167107	111237561	111237820	154	99,36,42	0,0,0	135,67,63	2,0,0	250	139	1	1.0	1.0,1.0,1.0	0.974,1.0,1.0	0.009
155	"ENSMUSG00000021277"	"Traf3"	chr12	+	111239028	111239080	111237561	111237820	111242442	111242547	155	189,111,158	0,2,0	309,178,254	0,0,0	191	139	1	1.0	1.0,0.976,1.0	1.0,1.0,1.0	-0.008
156	"ENSMUSG00000021277"	"Traf3"	chr12	+	111251129	111251204	111248482	111248646	111252663	111252756	156	144,95,81	7,0,0	229,151,147	0,0,0	214	139	0.247858456817	0.595410128314	0.93,1.0,1.0	1.0,1.0,1.0	-0.023
159	"ENSMUSG00000030795"	"Fus"	chr7	+	127974399	127974434	127972553	127972770	127975887	127975920	159	1502,451,739	32,1,12	1010,601,1027	17,20,0	174	139	0.567178403875	1.0	0.974,0.997,0.98	0.979,0.96,1.0	0.004
161	"ENSMUSG00000056342"	"Usp34"	chr11	+	23333438	23333859	23320660	23320748	23343319	23343370	161	896,414,532	8,0,2	756,681,594	6,0,0	560	139	0.305013771235	0.699994685315	0.965,1.0,0.985	0.969,1.0,1.0	-0.006
162	"ENSMUSG00000056342"	"Usp34"	chr11	+	23333438	23333859	23320660	23320748	23343510	23343660	162	495,263,307	16,0,0	497,436,500	9,0,0	560	139	0.0373331238884	0.126519089809	0.885,1.0,1.0	0.932,1.0,1.0	-0.016
163	"ENSMUSG00000056342"	"Usp34"	chr11	+	23343319	23343370	23320660	23320748	23343510	23343660	163	90,50,42	16,0,0	85,151,152	9,0,0	190	139	0.0139916538713	0.055043647878	0.805,1.0,1.0	0.874,1.0,1.0	-0.023
164	"ENSMUSG00000056342"	"Usp34"	chr11	+	23343319	23343370	23333438	23333859	23343510	23343660	164	477,201,265	0,0,0	343,396,280	5,0,34	190	139	2.90903008349e-08	1.01877947179e-06	1.0,1.0,1.0	0.98,1.0,0.858	0.054
165	"ENSMUSG00000056342"	"Usp34"	chr11	+	23362576	23362612	23361586	23361716	23363057	23363188	165	4,1,31	254,85,216	26,0,10	221,236,224	175	139	0.518526367105	1.0	0.012,0.009,0.102	0.085,0.0,0.034	0.001
166	"ENSMUSG00000056342"	"Usp34"	chr11	+	23382553	23382667	23381224	23381379	23384400	23384500	166	835,309,455	0,5,0	584,556,713	4,19,30	253	139	1.95175609008e-09	1.0498661844e-07	1.0,0.971,1.0	0.988,0.941,0.929	0.038
