ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
322	"ENSMUSG00000031262.12"	"Cenpi"	chrX	+	134338753	134338845	134337602	134337723	134339833	134339951	322	81,16,45	0,0,4	19,0,111	0,0,0	241	149	1	1.0	1.0,1.0,0.874	1.0,NA,1.0	-0.042
323	"ENSMUSG00000031262.12"	"Cenpi"	chrX	+	134340347	134340412	134339833	134339951	134343075	134343170	323	107,7,11	0,7,0	34,0,90	0,0,0	214	149	1	1.0	1.0,0.41,1.0	1.0,NA,1.0	-0.197
324	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134261576	134261647	134243014	134243161	134262784	134262884	324	196,76,62	0,0,0	162,221,162	0,3,0	220	149	1	1.0	1.0,1.0,1.0	1.0,0.98,1.0	0.007
325	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134262784	134262884	134243014	134243161	134263726	134263861	325	125,31,101	0,0,0	58,107,23	22,0,0	249	149	6.05640569453e-05	0.0005689425582306151	1.0,1.0,1.0	0.612,1.0,1.0	0.129
326	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134263726	134263861	134262784	134262884	134266260	134266315	326	289,111,190	0,6,12	169,229,113	4,0,0	284	149	0.000803982624997	0.004816434886721077	1.0,0.907,0.893	0.957,1.0,1.0	-0.052
327	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134267330	134267561	134266260	134266315	134270509	134270585	327	401,149,209	0,0,0	211,233,289	0,5,0	380	149	0.692775951166	1.0	1.0,1.0,1.0	1.0,0.948,1.0	0.017
328	"ENSMUSG00000067369.12"	"Trmt2b"	chrX	-	134270509	134270585	134267330	134267561	134276845	134276920	328	69,8,13	105,55,81	48,33,42	104,166,100	225	149	0.551221333122	1.0	0.303,0.088,0.096	0.234,0.116,0.218	-0.027
332	"ENSMUSG00000031256.11"	"Cstf2"	chrX	+	134060643	134060722	134059186	134059422	134060944	134061114	332	477,143,211	0,0,0	328,287,415	8,0,0	228	149	0.86642982889	1.0	1.0,1.0,1.0	0.964,1.0,1.0	0.012
333	"ENSMUSG00000031256.11"	"Cstf2"	chrX	+	134072414	134072474	134069844	134069907	134073135	134073277	333	12,3,1	203,62,158	10,0,0	157,61,97	209	149	0.518334807925	1.0	0.04,0.033,0.004	0.043,0.0,0.0	0.011
335	"ENSMUSG00000034480.18"	"Diaph2"	chrX	+	129801394	129801427	129749741	129750116	129804012	129804189	335	13,5,19	5,17,36	8,14,0	36,15,49	182	149	0.0338248066682	0.11325696158051447	0.68,0.194,0.302	0.154,0.433,0.0	0.196
336	"ENSMUSG00000034480.18"	"Diaph2"	chrX	+	129825926	129825947	129821238	129821343	129902899	129903039	336	130,8,52	31,14,26	47,31,0	13,0,31	170	149	0.955307815831	1.0	0.786,0.334,0.637	0.76,1.0,0.0	-0.001
344	"ENSMUSG00000025531.14"	"Chm"	chrX	-	113159503	113159570	113140713	113140786	113185440	113185509	344	105,36,11	0,0,0	38,78,0	4,0,0	216	149	1	1.0	1.0,1.0,1.0	0.868,1.0,NA	0.066
346	"ENSMUSG00000025525.12"	"Apool"	chrX	+	112364156	112364270	112354160	112354252	112364461	112364570	346	263,95,107	7,0,0	130,188,231	20,0,0	263	149	0.0296355461305	0.10155370751357233	0.955,1.0,1.0	0.786,1.0,1.0	0.056
352	"ENSMUSG00000063663.11"	"Brwd3"	chrX	-	108749282	108749441	108737015	108743770	108750230	108750328	352	86,36,73	6,7,0	74,84,72	14,0,0	308	149	0.535070089115	1.0	0.874,0.713,1.0	0.719,1.0,1.0	-0.044
358	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105819342	105819520	105818031	105818226	105820775	105820884	358	607,286,513	11,0,0	653,530,325	0,7,0	327	149	0.705152955258	1.0	0.962,1.0,1.0	1.0,0.972,1.0	-0.003
359	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105825712	105825798	105823708	105823815	105826100	105826125	359	20,0,14	403,204,210	14,0,23	282,165,381	235	149	0.793521008322	1.0	0.031,0.0,0.041	0.031,0.0,0.037	0.001
360	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105845794	105845941	105845496	105845674	105846685	105846773	360	614,256,354	0,0,0	505,321,661	7,0,0	296	149	0.927504497155	1.0	1.0,1.0,1.0	0.973,1.0,1.0	0.009
362	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105884306	105884420	105879908	105880015	105887714	105887823	362	463,109,238	94,23,13	313,196,390	44,100,12	263	149	0.954579706608	1.0	0.736,0.729,0.912	0.801,0.526,0.948	0.034
363	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105884306	105884420	105879908	105880018	105887714	105887823	363	636,190,416	229,72,101	468,269,635	145,79,160	263	149	0.334729462355	0.7472954479108238	0.611,0.599,0.7	0.646,0.659,0.692	-0.029
364	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105899880	105899993	105890916	105890972	105910573	105910643	364	175,41,113	0,0,0	117,110,203	2,0,0	262	149	1	1.0	1.0,1.0,1.0	0.971,1.0,1.0	0.01
365	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105899880	105899993	105890916	105890972	105928958	105929397	365	240,81,204	31,0,2	254,181,356	10,7,0	262	149	0.0122241895913	0.04791989210930063	0.815,1.0,0.983	0.935,0.936,1.0	-0.024
366	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105899880	105899993	105890916	105890972	105929099	105929238	366	241,73,172	3,0,10	163,200,336	5,0,0	262	149	0.00608887273265	0.026537487721371416	0.979,1.0,0.907	0.949,1.0,1.0	-0.021
367	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105910573	105910643	105899880	105899993	105911469	105911654	367	41,9,14	131,40,80	26,13,0	56,71,133	219	149	0.0616862574789	0.1881955594427159	0.176,0.133,0.106	0.24,0.111,0.0	0.021
368	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105911469	105911654	105899880	105899993	105928958	105929350	368	211,86,149	84,42,97	132,136,254	151,84,153	334	149	0.0309244114495	0.10529305408934186	0.528,0.477,0.407	0.281,0.419,0.425	0.096
369	"ENSMUSG00000031229.16"	"Atrx"	chrX	-	105911469	105911654	105899880	105899993	105929099	105929346	369	229,76,155	85,34,65	137,135,161	60,103,133	334	149	0.00596146172575	0.026094936477320113	0.546,0.499,0.515	0.505,0.369,0.351	0.112
370	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105042603	105042817	105038816	105039812	105043129	105043304	370	46,23,34	0,0,0	0,0,0	0,0,48	363	149	1	1.0	1.0,1.0,1.0	NA,NA,0.0	1.0
371	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105043124	105043304	105038807	105039812	105044001	105044111	371	19,10,9	62,15,58	7,12,0	70,18,85	329	149	0.0146393876667	0.055762350142287295	0.122,0.232,0.066	0.043,0.232,0.0	0.048
372	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105043129	105043304	105038816	105039812	105044001	105044111	372	19,10,9	62,15,58	7,12,48	70,18,85	324	149	0.439729250082	0.920943468345886	0.124,0.235,0.067	0.044,0.235,0.206	-0.02
373	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105044001	105044111	105038807	105039812	105047908	105048010	373	113,17,141	0,0,0	89,60,170	19,0,0	259	149	4.35177434501e-05	0.00042903656783210994	1.0,1.0,1.0	0.729,1.0,1.0	0.09
374	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105044001	105044111	105038807	105039812	105066758	105066877	374	61,8,41	0,0,0	87,32,71	0,32,0	259	149	0.00278322384911	0.013704935275185867	1.0,1.0,1.0	1.0,0.365,1.0	0.212
375	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105047908	105048010	105037196	105039812	105066758	105066877	375	69,35,22	0,0,0	105,48,69	0,32,0	251	149	0.00142601654485	0.007775162505856131	1.0,1.0,1.0	1.0,0.471,1.0	0.176
376	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105047908	105048010	105041400	105044111	105066758	105066877	376	135,44,135	15,0,6	108,90,168	22,14,0	251	149	0.259142051512	0.6095202324511741	0.842,1.0,0.93	0.745,0.792,1.0	0.078
379	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105069610	105069675	105067864	105068628	105069999	105070035	379	136,44,39	0,0,0	64,77,205	4,0,0	214	149	0.896947820072	1.0	1.0,1.0,1.0	0.918,1.0,1.0	0.027
380	"ENSMUSG00000087174.7"	"5530601H04Rik"	chrX	-	105069610	105069699	105068463	105068628	105069999	105070087	380	72,21,18	0,0,0	22,28,96	4,0,0	238	149	0.510579390586	1.0	1.0,1.0,1.0	0.775,1.0,1.0	0.075
381	"ENSMUSG00000033906.5"	"Zdhhc15"	chrX	-	104574168	104574238	104572504	104572537	104588300	104588421	381	70,27,37	4,0,0	49,13,151	0,0,0	219	149	0.563266276601	1.0	0.923,1.0,1.0	1.0,1.0,1.0	-0.026
382	"ENSMUSG00000033906.5"	"Zdhhc15"	chrX	-	104632583	104632610	104598091	104598186	104670663	104671064	382	66,32,77	0,0,0	93,54,89	0,0,15	176	149	0.000134114343588	0.0010926155432441857	1.0,1.0,1.0	1.0,1.0,0.834	0.055
387	"ENSMUSG00000034055.16"	"Phka1"	chrX	-	102557095	102557272	102555525	102555617	102559564	102559734	387	59,45,20	7,0,0	49,12,97	0,0,0	326	149	0.00552403528619	0.02439882537953943	0.794,1.0,1.0	1.0,1.0,1.0	-0.069
388	"ENSMUSG00000031320.9"	"Rps4x"	chrX	-	102187821	102188002	102187354	102187452	102188293	102188371	388	42562,15241,24202	0,0,7	31279,28209,60635	0,0,0	330	149	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0	-0.0
392	"ENSMUSG00000031314.18"	"Taf1"	chrX	+	101590733	101590739	101590472	101590589	101593939	101594065	392	0,0,4	228,81,130	0,0,0	210,178,245	155	149	1	1.0	0.0,0.0,0.029	0.0,0.0,0.0	0.01
393	"ENSMUSG00000031311.17"	"Nono"	chrX	+	101430492	101430552	101429554	101429762	101437208	101437377	393	1717,484,1056	6,0,0	1406,1069,1130	0,0,0	209	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
394	"ENSMUSG00000031311.17"	"Nono"	chrX	+	101430495	101430552	101429734	101429762	101437208	101437377	394	774,307,589	6,0,0	724,655,602	0,0,0	206	149	1	1.0	0.989,1.0,1.0	1.0,1.0,1.0	-0.004
395	"ENSMUSG00000031311.17"	"Nono"	chrX	+	101439486	101439680	101437208	101437377	101441515	101441817	395	2846,936,1775	0,0,0	2409,1740,2267	0,2,0	343	149	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
396	"ENSMUSG00000031310.16"	"Zmym3"	chrX	-	101407204	101407459	101405904	101406019	101408476	101408591	396	327,95,309	0,0,0	320,254,0	0,10,0	404	149	1	1.0	1.0,1.0,1.0	1.0,0.904,NA	0.048
